BHK,Property-Price,Property_Type,City1,Property-On-Floor,Property-Facing,Age-Of-Property,Super-Built-up-Construction-Area,Carpet-Construction-Area,Bathroom,Furniture-Details,Current-Status,Location,No-Of-Lift-Per-Block,Parking-Details
4.0,95.0,Residential,Ahmedabad,2.0,West,40.0,2475.0,2025.0,2.0,Semi-Furnished,Empty,A-Odhav,2.0,Reserved-Parking
3.0,65.0,Residential,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Adalaj,2.0,Common Parking
4.0,151.0,Residential,Ahmedabad,12.0,East,28.0,3150.0,3150.0,5.0,Full-Furnished,Self-Occupied,A-Odhav,2.0,Common Parking
4.0,170.0,Residential,Ahmedabad,2.0,East,64.0,1620.0,1530.0,2.0,Full-Furnished,Self-Occupied,A-Maninagar,2.0,Reserved-Parking
3.0,120.0,Commercial,Ahmedabad,1.0,North-East,2.0,516.0,319.0,1.0,Unfurnished,Empty,A-Naroda,4.0,Common-Basement
2.0,100.0,Residential,Ahmedabad,0.0,South,12.0,1215.0,874.5,2.0,Full-Furnished,Self-Occupied,A-Nava Naroda,2.0,Reserved-Parking
3.0,240.0,Residential,Ahmedabad,0.0,North-West,20.0,1755.0,1755.0,3.0,Full-Furnished,Self-Occupied,A-Sola,2.0,Reserved-Parking
2.0,98.0,Residential,Ahmedabad,0.0,East,40.0,900.0,874.5,1.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
5.0,170.0,Residential,Ahmedabad,2.0,East,50.0,900.0,1917.0,5.0,Semi-Furnished,Self-Occupied,A-Navrangpura,2.0,Reserved-Parking
3.0,73.5,Commercial,Ahmedabad,2.0,East,4.0,1215.0,874.5,2.0,Semi-Furnished,Empty,A-Odhav,2.0,Common Parking
4.0,125.0,Residential,Gandhinagar,2.0,East,9.0,1647.0,1674.0,5.0,Full-Furnished,Self-Occupied,G-Pethapur,2.0,Common Parking
2.0,35.0,Residential,Gandhinagar,0.0,East,4.0,1125.0,874.5,2.0,Unfurnished,Empty,G-Mahudi,2.0,Reserved-Parking
4.0,320.0,Residential,Ahmedabad,0.0,East,14.0,3150.0,3150.0,3.0,Semi-Furnished,Self-Occupied,A-Motera,2.0,Reserved-Parking
3.0,85.0,Commercial,Gandhinagar,0.0,East,8.0,500.0,325.0,1.0,Unfurnished,Tenant-Occupied,G-Raysan,2.0,Common Parking
3.0,105.0,Residential,Ahmedabad,0.0,West,22.0,1500.0,1170.0,2.0,Unfurnished,Self-Occupied,A-Amraiwadi,2.0,Common Parking
4.0,425.0,Residential,Gandhinagar,0.0,North,2.0,3501.0,2403.0,5.0,Unfurnished,Empty,G-Raysan,2.0,Reserved-Parking
3.0,140.0,Commercial,Ahmedabad,17.0,East,0.5,1998.0,1298.0,1.0,Unfurnished,Empty,A-Navrangpura,5.0,Common-Basement
5.0,350.0,Residential,Ahmedabad,0.0,East,32.0,2574.0,2250.0,4.0,Full-Furnished,Empty,A-Paldi,2.0,Reserved-Parking
2.0,34.0,Residential,Ahmedabad,0.0,North,18.0,900.0,540.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,2.0,Reserved-Parking
4.0,675.0,Residential,Ahmedabad,0.0,East,35.0,1215.0,1575.0,2.0,Unfurnished,Empty,A-Thaltej,2.0,Reserved-Parking
5.0,450.0,Residential,Ahmedabad,0.0,East,40.0,3150.0,1683.0,3.0,Semi-Furnished,Self-Occupied,A-Paldi,2.0,Reserved-Parking
3.0,85.0,Commercial,Ahmedabad,2.0,East,20.0,1000.0,950.0,1.0,Full-Furnished,Self-Occupied,A-Hirawadi,2.0,Common Parking
4.0,250.99999999999997,Residential,Ahmedabad,0.0,West,13.0,3204.0,874.5,5.0,Semi-Furnished,Tenant-Occupied,A-New Maninagar ,2.0,Common Parking
1.0,55.0,Residential,Ahmedabad,1.0,East,38.0,630.0,576.0,1.0,Semi-Furnished,Self-Occupied,A-Navrangpura,2.0,Common Parking
3.0,114.99999999999999,Commercial,Ahmedabad,0.0,East,40.0,1215.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-Naroda,2.0,Common Parking
1.0,19.0,Residential,Ahmedabad,3.0,North,20.0,630.0,450.0,1.0,Semi-Furnished,Empty,A-Ghodasar,1.0,Common Parking
3.0,119.0,Commercial,Ahmedabad,1.0,East,10.0,626.0,363.0,1.0,Unfurnished,Empty,A-Chandkheda,6.0,Reserved-Basement
3.0,122.0,Commercial,Ahmedabad,0.0,North,12.0,705.0,514.0,1.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
4.0,225.0,Residential,Gandhinagar,0.0,North-West,1.0,1215.0,4500.0,5.0,Full-Furnished,Self-Occupied,G-Dahegam,2.0,Reserved-Parking
3.0,111.00000000000001,Commercial,Ahmedabad,0.0,East,0.5,740.0,481.0,1.0,Unfurnished,Empty,A-South Bopal,2.0,Common Parking
3.0,20.0,Residential,Ahmedabad,0.0,North-East,40.0,900.0,2349.0,1.0,Unfurnished,Self-Occupied,A-Vatva,2.0,Common Parking
3.0,169.0,Commercial,Ahmedabad,2.0,West,0.0,1468.0,767.0,1.0,Unfurnished,Empty,A-Ambali,2.0,Reserved-Basement
4.0,350.0,Residential,Ahmedabad,0.0,North,25.0,1215.0,2025.0,3.0,Semi-Furnished,Self-Occupied,A-SG Highway,2.0,Reserved-Parking
2.0,109.00000000000001,Commercial,Ahmedabad,1.0,North-East,15.0,700.0,520.0,1.0,Unfurnished,Empty,A-Ellisbridge,2.0,Common Parking
3.0,150.0,Residential,Pune,2.0,North,22.0,1650.0,1402.0,3.0,Unfurnished,Self-Occupied,P-Chinchwad,2.0,Common Parking
5.0,180.0,Residential,Ahmedabad,2.0,East,10.0,1575.0,2070.0,8.0,Full-Furnished,Self-Occupied,A-Maninagar,2.0,Reserved-Parking
2.0,60.0,Residential,Ahmedabad,1.0,East,50.0,1350.0,765.0,1.0,Semi-Furnished,Tenant-Occupied,A-Shahibaug,2.0,Common Parking
3.0,25.0,Residential,Gandhinagar,2.0,East,4.0,1215.0,874.5,2.0,Unfurnished,Empty,G-Mahudi,2.0,Reserved-Parking
4.0,375.0,Residential,Ahmedabad,0.0,East,35.0,2223.0,874.5,5.0,Unfurnished,Tenant-Occupied,A-Ranip,2.0,Reserved-Parking
3.0,325.0,Commercial,Ahmedabad,0.0,North,25.0,3300.0,874.5,1.0,Unfurnished,Self-Occupied,A-Bodakdev,2.0,Reserved-Parking
3.0,130.0,Residential,Ahmedabad,0.0,East,1.0,2034.0,1170.0,3.0,Full-Furnished,Self-Occupied,A-Bopal,2.0,Reserved-Parking
3.0,42.0,Commercial,Ahmedabad,1.0,South,28.0,453.0,385.0,1.0,Unfurnished,Empty,A-Chandkheda,2.0,Common Parking
3.0,155.0,Commercial,Ahmedabad,1.0,North,30.0,1215.0,1000.0,1.0,Full-Furnished,Self-Occupied,A-Navrangpura,2.0,Common Parking
1.0,60.0,Residential,Ahmedabad,2.0,East,30.0,270.0,500.0,1.0,Unfurnished,Tenant-Occupied,A-Chandkheda,2.0,Common Parking
2.0,60.0,Residential,Ahmedabad,1.0,East,25.0,1260.0,1071.0,2.0,Unfurnished,Empty,A-Maninagar,1.0,Common Parking
3.0,225.0,Residential,Ahmedabad,2.0,East,15.0,1260.0,2232.0,4.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
2.0,40.0,Residential,Ahmedabad,1.0,North,2.5,1080.0,855.0,1.0,Full-Furnished,Tenant-Occupied,A-Maninagar East,1.0,Common Parking
3.0,65.0,Residential,Pune,1.0,East,0.0,1600.0,1000.0,3.0,Semi-Furnished,Self-Occupied,P-Lohegaon,2.0,Reserved-Parking
2.0,51.0,Residential,Gandhinagar,2.0,East,0.0,1530.0,819.0,2.0,Unfurnished,Empty,G-Vavol,2.0,Reserved-Parking
3.0,90.0,Residential,Ahmedabad,1.0,East,24.0,1476.0,1179.0,3.0,Semi-Furnished,Empty,A-Naranpura,1.0,Common Parking
2.0,50.0,Residential,Gandhinagar,1.0,East,15.0,972.0,873.0,2.0,Full-Furnished,Self-Occupied,A-Sughad,1.0,Common Parking
4.0,82.0,Residential,Ahmedabad,1.0,East,45.0,1800.0,1395.0,2.0,Semi-Furnished,Self-Occupied,A-Maninagar,2.0,Common Parking
3.0,235.0,Commercial,Ahmedabad,0.0,East,24.0,1215.0,2900.0,1.0,Semi-Furnished,Self-Occupied,A-Shahibaug,2.0,Reserved-Parking
3.0,210.0,Residential,Ahmedabad,0.0,North,16.0,2250.0,1810955216.0,3.0,Semi-Furnished,Self-Occupied,A-Ghuma,2.0,Reserved-Parking
2.0,60.0,Residential,Ahmedabad,3.0,East,9.0,1125.0,874.5,2.0,Semi-Furnished,Tenant-Occupied,A-Maninagar,2.0,Common Parking
3.0,59.0,Commercial,Ahmedabad,0.0,East,30.0,1145.0,973.0,1.0,Semi-Furnished,Empty,A-Naranpura,2.0,Common Parking
2.0,90.0,Residential,Ahmedabad,0.0,South,35.0,1215.0,1692.0,2.0,Unfurnished,Tenant-Occupied,A-Naroda,2.0,Common Parking
5.0,220.00000000000003,Residential,Ahmedabad,0.0,North-West,50.0,4050.0,3438.0,5.0,Semi-Furnished,Self-Occupied,A-Paldi,2.0,Common Parking
4.0,125.0,Residential,Ahmedabad,0.0,North,5.0,1215.0,2430.0,4.0,Full-Furnished,Self-Occupied,A-Lambha,2.0,Reserved-Parking
3.0,28.0,Commercial,Ahmedabad,1.0,East,20.0,1215.0,240.0,1.0,Unfurnished,Empty,A-Paldi,2.0,Common Parking
4.0,450.0,Residential,Ahmedabad,0.0,East,25.0,2925.0,1899.0,6.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
5.0,385.0,Residential,Ahmedabad,0.0,East,20.0,1215.0,2700.0,5.0,Full-Furnished,Tenant-Occupied,A-Satellite,2.0,Reserved-Parking
3.0,48.0,Commercial,Ahmedabad,0.0,East,8.0,1188.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-nana Childoa,2.0,Common Parking
5.0,149.0,Residential,Ahmedabad,0.0,East,5.0,1215.0,1062.0,5.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Reserved-Parking
2.0,221.0,Residential,Ahmedabad,20.0,East,1.0,2788.0,1812.0,3.0,Unfurnished,Empty,A-Science City,2.0,Reserved-Parking
3.0,4.5,Commercial,Ahmedabad,2.0,North,1.0,15000.0,10000.0,1.0,Full-Furnished,Self-Occupied,A-Naroda,1.0,Reserved-Parking
2.0,54.0,Residential,Ahmedabad,2.0,East,12.0,1170.0,936.0,2.0,Full-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
2.0,38.0,Residential,Ahmedabad,2.0,West,22.0,1035.0,810.0,2.0,Unfurnished,Tenant-Occupied,A-Ranip,0.0,Common Parking
3.0,155.0,Residential,Ahmedabad,2.0,East,15.0,2295.0,1404.0,3.0,Full-Furnished,Self-Occupied,A-Naranpura,1.0,Reserved-Parking
3.0,92.0,Residential,Ahmedabad,2.0,East,8.0,1809.0,1170.0,3.0,Full-Furnished,Self-Occupied,A-Subhash Bridge,1.0,Common Parking
3.0,88.0,Residential,Ahmedabad,2.0,East,25.0,1449.0,1008.0,3.0,Semi-Furnished,Self-Occupied,A-Usmanpura,1.0,Common-Basement
3.0,350.0,Commercial,Ahmedabad,2.0,East,10.0,4650.0,2790.0,1.0,Unfurnished,Empty,A-Naranpura,2.0,Common Parking
4.0,151.0,Residential,Ahmedabad,2.0,East,1.0,2430.0,1359.0,4.0,Unfurnished,Empty,A-Maninagar,2.0,Reserved-Parking
3.0,161.0,Residential,Ahmedabad,2.0,East,0.0,2502.0,1377.0,3.0,Unfurnished,Empty,A-Maninagar,1.0,Reserved-Parking
4.0,155.0,Residential,Ahmedabad,2.0,East,1.0,282.0,183.0,4.0,Unfurnished,Empty,A-Gota,1.0,Common Parking
3.0,125.0,Residential,Ahmedabad,1.0,North,5.0,1530.0,990.0,3.0,Full-Furnished,Empty,A-Nava Vadaj,1.0,Common Parking
2.0,40.0,Residential,Pune,7.0,East,10.0,600.0,548.0,1.0,Unfurnished,Tenant-Occupied,P-Aundh,2.0,Reserved-Basement
2.0,40.0,Residential,Pune,2.0,East,8.0,780.0,507.0,2.0,Unfurnished,Tenant-Occupied,P-Manjari,1.0,Reserved-Parking
2.0,65.0,Residential,Ahmedabad,2.0,East,10.0,1080.0,874.5,1.0,Full-Furnished,Self-Occupied,A-Ghatlodia,1.0,Common Parking
3.0,110.00000000000001,Residential,Ahmedabad,2.0,East,2.0,1764.0,1053.0,3.0,Unfurnished,Empty,A-Naranpura,1.0,Reserved-Parking
3.0,165.0,Residential,Ahmedabad,2.0,East,2.0,2070.0,1200.0,3.0,Full-Furnished,Empty,A-Ambawadi,1.0,Reserved-Parking
4.0,236.0,Residential,Ahmedabad,2.0,East,9.0,3096.0,1992.0,4.0,Full-Furnished,Self-Occupied,A-Sola,2.0,Reserved-Parking
2.0,52.0,Residential,Ahmedabad,2.0,East,25.0,990.0,765.0,2.0,Semi-Furnished,Tenant-Occupied,A-Ghatlodia,1.0,Common Parking
3.0,90.0,Commercial,Ahmedabad,2.0,East,10.0,1750.0,850.0,1.0,Full-Furnished,Empty,A-Odhav,1.0,Common Parking
3.0,175.0,Residential,Ahmedabad,2.0,South,6.0,1980.0,1260.0,3.0,Full-Furnished,Self-Occupied,A-Science City,2.0,Reserved-Parking
2.0,46.0,Residential,Ahmedabad,2.0,East,1.0,980.0,537.0,2.0,Unfurnished,Empty,A-Vejalpur,1.0,Common Parking
3.0,125.0,Residential,Ahmedabad,3.0,East,10.0,1827.0,1179.0,2.0,Full-Furnished,Self-Occupied,A-Nava Vadaj,1.0,Common Parking
3.0,72.0,Commercial,Ahmedabad,2.0,East,5.0,943.0,566.0,1.0,Unfurnished,Empty,A-Paldi,2.0,Common-Basement
3.0,48.0,Commercial,Ahmedabad,3.0,North-East,25.0,745.0,874.5,1.0,Unfurnished,Self-Occupied,A-Ambawadi,1.0,Common-Basement
2.0,50.0,Residential,Ahmedabad,2.0,East,13.0,1089.0,630.0,2.0,Semi-Furnished,Self-Occupied,A-Vasna ,1.0,Common Parking
2.0,30.0,Residential,Ahmedabad,2.0,East,13.0,1089.0,630.0,2.0,Semi-Furnished,Empty,A-Vasna ,1.0,Common Parking
2.0,75.0,Residential,Ahmedabad,2.0,East,28.0,1080.0,855.0,2.0,Full-Furnished,Self-Occupied,A-Vastrapur,1.0,Common Parking
3.0,57.5,Commercial,Ahmedabad,2.0,East,8.0,919.0,600.0,1.0,Full-Furnished,Empty,A-Navrangpura,3.0,Common-Basement
3.0,40.0,Commercial,Ahmedabad,2.0,East,20.0,500.0,400.0,1.0,Full-Furnished,Empty,A-Navrangpura,1.0,Common Parking
3.0,50.0,Commercial,Ahmedabad,2.0,East,7.0,654.0,874.5,1.0,Unfurnished,Tenant-Occupied,A-Satellite,2.0,Common Parking
3.0,110.00000000000001,Commercial,Ahmedabad,2.0,North,4.0,1230.0,701.0,1.0,Full-Furnished,Empty,A-Ambawadi,2.0,Reserved-Basement
3.0,50.0,Commercial,Ahmedabad,2.0,East,15.0,980.0,780.0,1.0,Full-Furnished,Empty,A-Navrangpura,1.0,Common Parking
3.0,15.0,Commercial,Ahmedabad,2.0,North-East,28.0,300.0,255.0,1.0,Unfurnished,Empty,A-Shahibaug,2.0,Common Parking
3.0,55.0,Commercial,Ahmedabad,2.0,East,2.0,901.0,496.0,2.0,Semi-Furnished,Empty,A-Ambawadi,3.0,Reserved-Parking
3.0,75.0,Commercial,Ahmedabad,2.0,North-East,13.0,740.0,481.0,1.0,Full-Furnished,Empty,A-Satellite,1.0,Reserved-Parking
3.0,700.0,Commercial,Ahmedabad,2.0,East,4.0,12000.0,7800.0,1.0,Unfurnished,Empty,A-Nikol,2.0,Reserved-Parking
3.0,60.4,Commercial,Ahmedabad,2.0,East,10.0,604.0,392.0,1.0,Full-Furnished,Tenant-Occupied,A-Navrangpura,2.0,Common Parking
3.0,17.0,Commercial,Ahmedabad,2.0,East,20.0,450.0,326.0,1.0,Full-Furnished,Self-Occupied,A-Ambawadi,1.0,Common Parking
3.0,100.0,Commercial,Ahmedabad,2.0,North-East,40.0,1360.0,1156.0,2.0,Semi-Furnished,Empty,A-Paldi,1.0,Common Parking
5.0,275.0,Residential,Ahmedabad,0.0,West,45.0,1800.0,2700.0,5.0,Semi-Furnished,Self-Occupied,A-Usmanpura,2.0,Common Parking
2.0,22.0,Residential,Ahmedabad,0.0,North,8.0,1215.0,702.0,1.0,Unfurnished,Tenant-Occupied,A-Bavla,2.0,Common Parking
3.0,350.0,Residential,Ahmedabad,0.0,East,8.0,1215.0,2259.0,3.0,Full-Furnished,Self-Occupied,A-Nikol,2.0,Reserved-Parking
3.0,120.0,Residential,Ahmedabad,0.0,East,3.0,2097.0,874.5,4.0,Semi-Furnished,Self-Occupied,A-Kasindra,2.0,Reserved-Parking
3.0,48.0,Commercial,Ahmedabad,0.0,East,8.0,1188.0,874.5,1.0,Full-Furnished,Tenant-Occupied,A-nana Childoa,2.0,Common Parking
3.0,121.0,Commercial,Ahmedabad,2.0,East,28.0,1500.0,1384.0,2.0,Full-Furnished,Self-Occupied,A-Ambawadi,1.0,Common Parking
3.0,25.0,Commercial,Ahmedabad,2.0,East,20.0,350.0,273.0,1.0,Semi-Furnished,Empty,A-Ambawadi,1.0,Common Parking
3.0,35.0,Commercial,Ahmedabad,2.0,South,4.0,880.0,572.0,1.0,Semi-Furnished,Empty,A-Navrangpura,3.0,Reserved-Basement
4.0,128.0,Residential,Gandhinagar,2.0,East,12.0,1530.0,1674.0,5.0,Full-Furnished,Self-Occupied,G-Pethapur,2.0,Reserved-Parking
5.0,200.0,Residential,Ahmedabad,0.0,East,14.0,2385.0,874.5,4.0,Unfurnished,Tenant-Occupied,A-nana Childoa,0.0,Reserved-Parking
3.0,95.0,Residential,Ahmedabad,2.0,East,30.0,1530.0,1350.0,3.0,Semi-Furnished,Empty,A-Vastrapur,1.0,Common Parking
3.0,120.0,Residential,Ahmedabad,2.0,East,40.0,1215.0,1350.0,2.0,Semi-Furnished,Empty,A-Ellisbridge,2.0,Reserved-Parking
4.0,178.0,Residential,Ahmedabad,3.0,East,1.0,1215.0,874.5,4.0,Full-Furnished,Self-Occupied,A-Naroda,2.0,Reserved-Parking
4.0,105.0,Residential,Ahmedabad,0.0,East,3.0,2457.0,1260.0,4.0,Unfurnished,Empty,A-Kasindra,2.0,Reserved-Parking
5.0,225.0,Residential,Ahmedabad,0.0,West,15.0,1215.0,2880.0,5.0,Full-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
4.0,450.0,Residential,Ahmedabad,0.0,East,5.0,4086.0,2655.0,4.0,Unfurnished,Empty,A-Shilaj,2.0,Reserved-Parking
3.0,38.0,Commercial,Ahmedabad,2.0,East,4.0,477.0,286.0,1.0,Unfurnished,Tenant-Occupied,A-Gota,2.0,Common-Basement
3.0,1.0,Commercial,Ahmedabad,2.0,East,7.0,1215.0,874.5,1.0,Full-Furnished,Self-Occupied,A-Satellite,8.0,Reserved-Parking
3.0,38.0,Commercial,Ahmedabad,2.0,North,2.0,515.0,310.0,1.0,Unfurnished,Empty,A-Satellite,6.0,Reserved-Basement
3.0,90.0,Residential,Ahmedabad,0.0,East,30.0,1215.0,1620.0,2.0,Unfurnished,Self-Occupied,A-Bapunagar,2.0,Reserved-Parking
3.0,140.0,Commercial,Ahmedabad,0.0,East,4.0,792.0,514.0,1.0,Unfurnished,Self-Occupied,A-Gota,2.0,Common Parking
3.0,25.0,Residential,Gandhinagar,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Empty,G-Mahudi,2.0,Common Parking
2.0,18.0,Residential,Ahmedabad,3.0,East,20.0,1080.0,874.5,2.0,Semi-Furnished,Empty,A-Paldi,1.0,Common Parking
3.0,95.0,Residential,Ahmedabad,2.0,East,24.0,2430.0,2250.0,3.0,Semi-Furnished,Self-Occupied,A-Amraiwadi,2.0,Reserved-Parking
3.0,70.0,Residential,Ahmedabad,2.0,East,20.0,1200.0,874.5,1.0,Semi-Furnished,Tenant-Occupied,A-Navrangpura,2.0,Common Parking
3.0,175.0,Residential,Ahmedabad,0.0,East,16.0,1665.0,1332.0,3.0,Full-Furnished,Self-Occupied,A-Satellite,2.0,Reserved-Parking
4.0,360.0,Residential,Ahmedabad,0.0,East,4.0,1215.0,3060.0,1.0,Full-Furnished,Empty,A-Nikol,2.0,Reserved-Parking
4.0,125.0,Residential,Ahmedabad,23.0,North,3.0,954.0,1566.0,5.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Parking
4.0,200.0,Residential,Ahmedabad,0.0,East,30.0,2520.0,2142.0,4.0,Semi-Furnished,Self-Occupied,A-Thaltej,2.0,Common Parking
3.0,105.0,Residential,Ahmedabad,0.0,East,25.0,2160.0,1728.0,4.0,Unfurnished,Self-Occupied,A-Maninagar,2.0,Reserved-Parking
3.0,72.0,,Ahmedabad,2.0,East,8.0,1215.0,874.5,2.0,Semi-Furnished,Self-Occupied,A-Gota,2.0,Common Parking
5.0,321.0,Residential,Ahmedabad,0.0,East,35.0,5400.0,4590.0,3.0,Unfurnished,Tenant-Occupied,A-Subhash Bridge,2.0,Reserved-Parking
3.0,180.0,Residential,Ahmedabad,0.0,East,20.0,1575.0,1305.0,3.0,Full-Furnished,Self-Occupied,A-Vasna ,2.0,Reserved-Parking
1.0,80.0,Residential,Ahmedabad,0.0,East,25.0,1215.0,720.0,1.0,Semi-Furnished,Self-Occupied,A-Maninagar East,2.0,Reserved-Parking
3.0,12000.0,Commercial,Ahmedabad,0.0,East,5.0,100.0,874.5,1.0,Unfurnished,Empty,A-Vastral,2.0,Common Parking
2.0,56.0,Residential,Ahmedabad,3.0,South,25.0,1215.0,855.0,2.0,Semi-Furnished,Self-Occupied,A-Shahibaug,1.0,Common Parking
5.0,125.0,Residential,Ahmedabad,0.0,East,40.0,2520.0,874.5,3.0,Semi-Furnished,Empty,A-Chandlodia,2.0,Reserved-Parking
4.0,68.0,Residential,Ahmedabad,0.0,East,50.0,1215.0,1215.0,4.0,Semi-Furnished,Empty,A-Shahibaug,2.0,Common Parking
3.0,32.5,Commercial,Ahmedabad,2.0,South,2.0,456.0,296.0,1.0,Unfurnished,Empty,A-Odhav,2.0,Reserved-Basement
4.0,150.0,Residential,Ahmedabad,0.0,East,7.0,1215.0,2340.0,5.0,Semi-Furnished,Self-Occupied,A-Vastral,2.0,Reserved-Parking
3.0,100.0,Commercial,Ahmedabad,0.0,East,16.0,516.0,390.0,1.0,Unfurnished,Empty,A-Ambawadi,1.0,Common Parking
3.0,48.0,Commercial,Ahmedabad,2.0,East,43.0,1215.0,874.5,1.0,Unfurnished,Empty,A-narol,2.0,Common Parking
4.0,125.0,Residential,Ahmedabad,0.0,West,24.0,1500.0,1440.0,4.0,Full-Furnished,Self-Occupied,A-Chandlodia,2.0,Reserved-Parking
5.0,521.0,Residential,Ahmedabad,0.0,West,7.0,3663.0,2376.0,5.0,Full-Furnished,Self-Occupied,A-Nava Vadaj,2.0,Reserved-Parking
1.0,25.0,Residential,Ahmedabad,0.0,South,8.0,1215.0,790.0,2.0,Full-Furnished,Self-Occupied,A-Ramol ,2.0,Common Parking
5.0,888.0000000000001,Residential,Pune,13.0,West,7.0,4900.0,3627.0,5.0,Full-Furnished,Self-Occupied,P-Pimple-saudagar,2.0,Reserved-Parking
4.0,211.0,Residential,Ahmedabad,0.0,South,7.0,1917.0,1800.0,2.0,Semi-Furnished,Self-Occupied,A-Nikol,2.0,Common Parking
3.0,265.0,Residential,Ahmedabad,2.0,East,20.0,1359.0,2250.0,3.0,Full-Furnished,Self-Occupied,A-Ghatlodia,2.0,Reserved-Parking
5.0,550.0,Residential,Ahmedabad,0.0,North-East,30.0,4995.0,874.5,5.0,Unfurnished,Tenant-Occupied,A-Ambawadi,2.0,Reserved-Parking
2.0,55.0,Residential,Ahmedabad,0.0,East,10.0,882.0,882.0,2.0,Semi-Furnished,Self-Occupied,A-Shahibaug,2.0,Common Parking
4.0,75.0,Residential,Ahmedabad,0.0,East,3.0,1215.0,1647.0,2.0,Semi-Furnished,Tenant-Occupied,A-Shahibaug,2.0,Reserved-Parking
3.0,72.0,Residential,Ahmedabad,1.0,East,27.0,400.0,310.0,1.0,Unfurnished,Empty,A-Sabarmati,2.0,Common Parking
5.0,150.0,Residential,Ahmedabad,0.0,East,50.0,1305.0,874.5,5.0,Semi-Furnished,Self-Occupied,A-Ghatlodia,2.0,Common Parking
2.0,114.99999999999999,Residential,Ahmedabad,0.0,North,30.0,1350.0,1215.0,2.0,Unfurnished,Empty,A-Satellite,2.0,Reserved-Parking
3.0,72.0,Residential,Ahmedabad,2.0,North-East,35.0,1800.0,1368.0,4.0,Semi-Furnished,Empty,A-Ambawadi,2.0,Reserved-Parking
4.0,300.0,Residential,Ahmedabad,2.0,West,12.0,2115.0,1530.0,3.0,Full-Furnished,Self-Occupied,A-Motera,2.0,Reserved-Parking
2.0,62.0,Residential,Gandhinagar,3.0,East,30.0,765.0,630.0,2.0,Unfurnished,Empty,G-Sector 28,1.0,Common Parking
5.0,220.00000000000003,Residential,Ahmedabad,0.0,West,41.0,2052.0,3312.0,7.0,Full-Furnished,Self-Occupied,A-Shahibaug,2.0,Reserved-Parking
2.0,95.0,Residential,Ahmedabad,0.0,East,20.0,1215.0,1503.0,2.0,Unfurnished,Self-Occupied,A-Bopal,2.0,Common Parking
2.0,100.0,Residential,Ahmedabad,0.0,East,30.0,810.0,945.0,2.0,Semi-Furnished,Self-Occupied,A-Isanpur,2.0,Reserved-Parking
3.0,45.0,Commercial,Ahmedabad,1.0,East,25.0,250.0,216.0,1.0,Unfurnished,Tenant-Occupied,A-Memnagar,2.0,Common Parking
5.0,90.0,Residential,Ahmedabad,0.0,East,8.0,2160.0,874.5,3.0,Unfurnished,Tenant-Occupied,A-Saraspur,2.0,Reserved-Parking
3.0,16.0,Commercial,Ahmedabad,0.0,East,15.0,1215.0,270.0,2.0,Full-Furnished,Empty,A-Navrangpura,2.0,Common Parking
5.0,200.0,Residential,Ahmedabad,0.0,East,1.0,3546.0,874.5,4.0,Full-Furnished,Tenant-Occupied,A-Naroda,2.0,Reserved-Parking
2.0,130.0,Residential,Ahmedabad,0.0,East,11.0,1539.0,874.5,4.0,Full-Furnished,Self-Occupied,A-Amraiwadi,2.0,Common Parking
5.0,459.99999999999994,Residential,Ahmedabad,0.0,East,13.0,1215.0,3825.0,7.0,Semi-Furnished,Self-Occupied,A-Vejalpur,2.0,Reserved-Parking
5.0,375.0,Residential,Ahmedabad,0.0,East,50.0,5400.0,874.5,3.0,Semi-Furnished,Self-Occupied,A-Usmanpura,2.0,Reserved-Parking
3.0,82.0,Residential,Ahmedabad,3.0,West,12.0,3204.0,2880.0,2.0,Full-Furnished,Self-Occupied,A-Chandkheda,1.0,Reserved-Parking
3.0,114.99999999999999,Residential,Ahmedabad,2.0,East,18.0,1620.0,1296.0,3.0,Full-Furnished,Empty,A-Naranpura,1.0,Common Parking
3.0,30.0,Commercial,Ahmedabad,1.0,East,15.0,1215.0,220.0,1.0,Unfurnished,Empty,A-Memnagar,2.0,Common Parking
3.0,75.0,Residential,Ahmedabad,1.0,East,20.0,1305.0,855.0,3.0,Unfurnished,Tenant-Occupied,A-Naranpura,2.0,Common Parking
2.0,10.0,Residential,Ahmedabad,3.0,East,20.0,1080.0,874.5,2.0,Unfurnished,Empty,A-Subhash Bridge,2.0,Common Parking
3.0,50.0,Commercial,Ahmedabad,3.0,East,25.0,600.0,510.0,1.0,Semi-Furnished,Empty,A-Maninagar,1.0,Common-Basement
