expired_tag,rejection_reasons
7-nikunj-society-maninagar-dec24_490,"Distance 11.41 km (A-Chandlodia to A-Maninagar) > 6.0 km; Distance 6.95 km (A-Ambawadi to A-Maninagar) > 6.0 km; Price 375.0 outside [58.20, 135.80]; Price 375.0 outside [126.00, 294.00]; Distance 15.02 km (A-Bopal to A-Maninagar) > 6.0 km; Distance 6.71 km (A-Usmanpura to A-Maninagar) > 6.0 km; Distance 9.61 km (A-Naroda to A-Maninagar) > 6.0 km; Distance 11.29 km (A-Ghatlodia to A-Maninagar) > 6.0 km; Distance 13.15 km (A-SG Highway to A-Maninagar) > 6.0 km; Price 375.0 outside [381.00, 889.00]; Distance 9.29 km (A-Kubernagar to A-Maninagar) > 6.0 km; Price 375.0 outside [90.60, 211.40]; Price 375.0 outside [159.00, 371.00]; Distance 15.95 km (A-Ghuma to A-Maninagar) > 6.0 km; Price 375.0 outside [150.00, 350.00]; Price 375.0 outside [156.00, 364.00]; Price 375.0 outside [123.00, 287.00]"
gf-4-mahavir-apartment-vasna-jan25_1594,"Price 50.0 outside [123.00, 287.00]; Distance 8.84 km (A-Sola to A-Vasna) > 6.0 km; Price 50.0 outside [75.00, 175.00]; Price 50.0 outside [156.00, 364.00]; Distance 12.35 km (A-Chandkheda to A-Vasna) > 6.0 km; Distance 7.39 km (A-Nava Vadaj to A-Vasna) > 6.0 km; Price 50.0 outside [18.60, 43.40]; Distance 7.96 km (A-Ghatlodia to A-Vasna) > 6.0 km; Price 50.0 outside [19.80, 46.20]; Price 50.0 outside [19.20, 44.80]; Distance 8.80 km (A-Chandlodia to A-Vasna) > 6.0 km; Distance 10.84 km (A-Gota to A-Vasna) > 6.0 km; Price 50.0 outside [78.00, 182.00]; Distance 12.29 km (A-Vastral to A-Vasna) > 6.0 km; Distance 10.14 km (A-New Maninagar to A-Vasna) > 6.0 km; Price 50.0 outside [16.80, 39.20]"
"f-405-shyamved-status-chandkheda-oct24,_1523","Distance 8.61 km (A-Sola to A-Chandkheda) > 6.0 km; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Price 40.0 outside [75.00, 175.00]; Distance 14.96 km (A-New Maninagar to A-Chandkheda) > 6.0 km; Price 40.0 outside [71.40, 166.60]; Distance 14.90 km (A-Vastral to A-Chandkheda) > 6.0 km; Price 40.0 outside [16.80, 39.20]; Price 40.0 outside [123.00, 287.00]"
a-604-aradhna-sky-narol-aug24_821,"Distance 16.12 km (A-Chandkheda to A-narol) > 6.0 km; Distance 8.60 km (A-Vastral to A-narol) > 6.0 km; Distance 16.07 km (A-Gota to A-narol) > 6.0 km; Price 30.0 outside [31.80, 74.20]; Distance 13.96 km (A-Chandlodia to A-narol) > 6.0 km; Price 30.0 outside [123.00, 287.00]; Price 30.0 outside [71.40, 166.60]; Price 30.0 outside [37.80, 88.20]; Distance 14.93 km (A-Sola to A-narol) > 6.0 km; Price 30.0 outside [75.00, 175.00]; Distance 11.75 km (A-Nava Vadaj to A-narol) > 6.0 km"
12-karnavati-society-usmanpura-dec24_92,"Price 250.0 outside [336.60, 785.40]; Distance 6.71 km (A-Maninagar to A-Usmanpura) > 6.0 km; Distance 8.54 km (A-Isanpur to A-Usmanpura) > 6.0 km; Distance 6.12 km (A-Science City to A-Usmanpura) > 6.0 km; Distance 7.77 km (A-Maninagar East to A-Usmanpura) > 6.0 km; Price 250.0 outside [102.00, 238.00]"
16-vardhman-nagar-co-opp-society-navrangpura-jul25_140,"Distance 6.49 km (A-Sabarmati to A-Navrangpura) > 6.0 km; Price 170.0 outside [22.20, 51.80]; Price 170.0 outside [174.00, 406.00]; Distance 9.11 km (A-Kubernagar to A-Navrangpura) > 6.0 km; Distance 8.64 km (A-Amraiwadi to A-Navrangpura) > 6.0 km; Price 170.0 outside [234.00, 546.00]; Distance 6.36 km (A-Maninagar to A-Navrangpura) > 6.0 km; Price 170.0 outside [315.00, 735.00]; Distance 508.99 km (P-Rahatani to A-Navrangpura) > 6.0 km; Price 170.0 outside [58.20, 135.80]; Price 170.0 outside [210.00, 490.00]"
m-6-44-swatantra-senani-nagar-naranpura-sep24_1700,"Price 83.0 outside [33.00, 77.00]; Price 83.0 outside [24.00, 56.00]; Price 83.0 outside [31.20, 72.80]; Distance 7.28 km (A-Chandkheda to A-Naranpura) > 6.0 km"
f-502-platinum-elegance-hathijan-dec24_1526,"Price 34.0 outside [70.80, 165.20]; Distance 6.49 km (A-Vastral to A-Hathijan) > 6.0 km; Distance 20.08 km (A-Ghatlodia to A-Hathijan) > 6.0 km; Distance 14.52 km (A-Nava Naroda to A-Hathijan) > 6.0 km; Distance 20.59 km (A-Chandkheda to A-Hathijan) > 6.0 km; Price 34.0 outside [90.00, 210.00]; Distance 23.18 km (A-Bopal to A-Hathijan) > 6.0 km; Distance 20.09 km (A-Chandlodia to A-Hathijan) > 6.0 km; Distance 20.73 km (A-Sughad to A-Hathijan) > 6.0 km; Distance 17.25 km (A-Naranpura to A-Hathijan) > 6.0 km; Distance 22.07 km (A-South Bopal to A-Hathijan) > 6.0 km; Distance 18.54 km (A-Gurukul to A-Hathijan) > 6.0 km; Distance 14.42 km (A-Naroda to A-Hathijan) > 6.0 km; Price 34.0 outside [39.60, 92.40]; Price 34.0 outside [36.00, 84.00]; Price 34.0 outside [45.00, 105.00]; Price 34.0 outside [72.00, 168.00]; Price 34.0 outside [34.80, 81.20]; Price 34.0 outside [37.20, 86.80]; Distance 12.31 km (A-Nikol to A-Hathijan) > 6.0 km; Distance 22.07 km (A-Gota to A-Hathijan) > 6.0 km"
a-102-madhuram-exotica-chandkheda-feb25_606,"Distance 7.28 km (A-Naranpura to A-Chandkheda) > 6.0 km; Distance 14.99 km (A-Bopal to A-Chandkheda) > 6.0 km; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Distance 9.44 km (A-Gurukul to A-Chandkheda) > 6.0 km; Price 57.0 outside [21.00, 49.00]; Distance 8.61 km (A-Sola to A-Chandkheda) > 6.0 km; Distance 9.35 km (G-Kudasan to A-Chandkheda) > 6.0 km; Price 57.0 outside [22.80, 53.20]; Distance 8.35 km (A-Naroda to A-Chandkheda) > 6.0 km; Distance 10.02 km (A-Nava Naroda to A-Chandkheda) > 6.0 km; Distance 18.71 km (A-Vinzol to A-Chandkheda) > 6.0 km; Price 57.0 outside [72.00, 168.00]; Price 57.0 outside [22.20, 51.80]; Price 57.0 outside [70.80, 165.20]; Price 57.0 outside [24.00, 56.00]; Distance 10.91 km (A-Nikol to A-Chandkheda) > 6.0 km; Distance 14.90 km (A-Vastral to A-Chandkheda) > 6.0 km; Price 57.0 outside [90.00, 210.00]; Price 57.0 outside [19.20, 44.80]"
c-15-sthapatya-apartment-gurukul-sep24_1219,"Distance 9.79 km (A-Maninagar to A-Gurukul) > 6.0 km; Price 90.0 outside [33.00, 77.00]; Distance 9.44 km (A-Chandkheda to A-Gurukul) > 6.0 km; Price 90.0 outside [31.20, 72.80]; Price 90.0 outside [36.00, 84.00]; Distance 16.14 km (A-Vinzol to A-Gurukul) > 6.0 km; Distance 13.44 km (A-Naroda to A-Gurukul) > 6.0 km; Price 90.0 outside [25.20, 58.80]; Distance 14.86 km (A-Nikol to A-Gurukul) > 6.0 km; Price 90.0 outside [24.00, 56.00]"
a-303-shakuntal-apartment-isanpur-nov24_725,"Distance 12.93 km (A-Ghatlodia to A-Isanpur) > 6.0 km; Price 99.0 outside [33.00, 77.00]; Price 99.0 outside [22.80, 53.20]; Price 99.0 outside [39.60, 92.40]; Price 99.0 outside [37.20, 86.80]; Price 99.0 outside [31.20, 72.80]; Distance 13.20 km (A-Chandlodia to A-Isanpur) > 6.0 km; Distance 7.95 km (A-Ambawadi to A-Isanpur) > 6.0 km; Distance 14.91 km (A-Chandkheda to A-Isanpur) > 6.0 km; Distance 12.72 km (A-Nava Naroda to A-Isanpur) > 6.0 km; Distance 15.57 km (A-Bopal to A-Isanpur) > 6.0 km; Distance 10.03 km (A-Naranpura to A-Isanpur) > 6.0 km; Price 99.0 outside [36.00, 84.00]; Distance 11.58 km (A-Naroda to A-Isanpur) > 6.0 km; Price 99.0 outside [21.00, 49.00]"
a-16-riddhi-apartment-vasna-nov24_656,"Price 90.0 outside [33.00, 77.00]; Price 90.0 outside [31.20, 72.80]; Distance 6.01 km (A-Maninagar to A-Vasna) > 6.0 km; Distance 7.96 km (A-Ghatlodia to A-Vasna) > 6.0 km; Distance 11.72 km (A-Vinzol to A-Vasna) > 6.0 km"
c-203-ganesh-gold-gota-sept24_1238,"Distance 13.98 km (A-Nava Naroda to A-Gota) > 6.0 km; Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Distance 8.26 km (A-Satellite to A-Gota) > 6.0 km; Price 50.0 outside [60.00, 140.00]; Distance 12.19 km (A-nana Childoa to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Price 50.0 outside [19.80, 46.20]; Distance 13.46 km (A-Maninagar to A-Gota) > 6.0 km; Price 50.0 outside [90.00, 210.00]; Price 50.0 outside [17.10, 39.90]; Distance 16.59 km (A-New Maninagar to A-Gota) > 6.0 km"
a-1002-sukh-tower-naranpura-oct24_594,"Price 160.0 outside [60.00, 140.00]; Price 160.0 outside [37.50, 87.50]; Distance 454.86 km (P-Ambegaon to A-Naranpura) > 6.0 km; Price 160.0 outside [39.00, 91.00]; Price 160.0 outside [51.00, 119.00]; Distance 9.75 km (A-Zundal to A-Naranpura) > 6.0 km; Price 160.0 outside [54.00, 126.00]; Distance 7.12 km (A-Vaishnodevi to A-Naranpura) > 6.0 km; Price 160.0 outside [34.80, 81.20]; Price 160.0 outside [49.80, 116.20]; Distance 7.44 km (A-kankaria to A-Naranpura) > 6.0 km; Price 160.0 outside [45.00, 105.00]"
m-9-50-pragatinagar-apartment-naranpura-cot24_1702,"Price 150.0 outside [49.80, 116.20]; Price 150.0 outside [45.00, 105.00]; Distance 8.44 km (A-Maninagar to A-Naranpura) > 6.0 km"
203-shakti-hegihts-vadaj-feb25_199,"Price 125.0 outside [22.80, 53.20]; Distance 15.04 km (G-Randesan to A-Nava Vadaj) > 6.0 km; Distance 8.91 km (A-Maninagar to A-Nava Vadaj) > 6.0 km; Price 125.0 outside [36.00, 84.00]; Distance 10.88 km (A-Nava Naroda to A-Nava Vadaj) > 6.0 km; Distance 11.22 km (A-Bopal to A-Nava Vadaj) > 6.0 km; Distance 15.31 km (A-Vinzol to A-Nava Vadaj) > 6.0 km; Price 125.0 outside [33.00, 77.00]; Price 125.0 outside [31.20, 72.80]; Distance 8.89 km (A-Naroda to A-Nava Vadaj) > 6.0 km; Price 125.0 outside [21.00, 49.00]; Price 125.0 outside [49.80, 116.20]; Price 125.0 outside [45.00, 105.00]; Price 125.0 outside [25.20, 58.80]; Price 125.0 outside [30.00, 70.00]; Price 125.0 outside [37.20, 86.80]; Distance 10.75 km (A-Nikol to A-Nava Vadaj) > 6.0 km; Price 125.0 outside [39.60, 92.40]; Distance 12.79 km (A-Vastral to A-Nava Vadaj) > 6.0 km; Distance 8.42 km (A-Sughad to A-Nava Vadaj) > 6.0 km"
a-304-vrajdham-1-ghatlodia-jan25_736,"Distance 8.69 km (A-Bopal to A-Ghatlodia) > 6.0 km; Price 42.0 outside [49.80, 116.20]; Price 42.0 outside [72.00, 168.00]; Price 42.0 outside [70.80, 165.20]; Distance 12.09 km (A-Naroda to A-Ghatlodia) > 6.0 km; Distance 6.32 km (A-Chandkheda to A-Ghatlodia) > 6.0 km; Price 42.0 outside [45.00, 105.00]; Distance 14.07 km (A-Nava Naroda to A-Ghatlodia) > 6.0 km; Distance 11.29 km (A-Maninagar to A-Ghatlodia) > 6.0 km; Distance 15.85 km (A-Vastral to A-Ghatlodia) > 6.0 km; Distance 17.80 km (A-Vinzol to A-Ghatlodia) > 6.0 km; Distance 14.02 km (A-Nikol to A-Ghatlodia) > 6.0 km"
c-402-shree-darshan-apartment-chandlodia-jan25_1276,"Price 58.0 outside [70.80, 165.20]; Distance 11.41 km (A-Maninagar to A-Chandlodia) > 6.0 km; Price 58.0 outside [19.20, 44.80]; Distance 6.75 km (A-Ambawadi to A-Chandlodia) > 6.0 km; Distance 11.09 km (A-Naroda to A-Chandlodia) > 6.0 km; Price 58.0 outside [24.00, 56.00]; Distance 13.18 km (A-Nikol to A-Chandlodia) > 6.0 km; Price 58.0 outside [72.00, 168.00]; Distance 13.04 km (A-Nava Naroda to A-Chandlodia) > 6.0 km; Price 58.0 outside [21.00, 49.00]; Price 58.0 outside [22.20, 51.80]; Distance 10.10 km (A-Bopal to A-Chandlodia) > 6.0 km; Distance 17.88 km (A-Vinzol to A-Chandlodia) > 6.0 km; Price 58.0 outside [22.80, 53.20]; Distance 15.48 km (A-Vastral to A-Chandlodia) > 6.0 km"
j-705-yash-flora-nava-naroda-dec24_1673,"Price 50.0 outside [11.40, 26.60]; Price 50.0 outside [75.00, 175.00]; Distance 11.92 km (A-New Ranip to A-Nava Naroda) > 6.0 km; Distance 12.77 km (A-Naranpura to A-Nava Naroda) > 6.0 km; Distance 8.00 km (A-Shahibaug to A-Nava Naroda) > 6.0 km; Distance 13.00 km (A-Paldi to A-Nava Naroda) > 6.0 km; Price 50.0 outside [17.10, 39.90]; Price 50.0 outside [19.80, 46.20]; Price 50.0 outside [238.80, 557.20]; Distance 14.31 km (A-Ambawadi to A-Nava Naroda) > 6.0 km; Price 50.0 outside [90.00, 210.00]; Distance 13.98 km (A-Gota to A-Nava Naroda) > 6.0 km; Distance 9.92 km (A-Ranip to A-Nava Naroda) > 6.0 km; Distance 13.04 km (A-Chandlodia to A-Nava Naroda) > 6.0 km; Price 50.0 outside [51.00, 119.00]"
c-501-madhav-residancy-chandlodia-feb25_1290,"Price 53.0 outside [72.00, 168.00]; Distance 10.54 km (A-South Bopal to A-Chandlodia) > 6.0 km; Distance 11.41 km (A-Maninagar to A-Chandlodia) > 6.0 km; Distance 6.75 km (A-Ambawadi to A-Chandlodia) > 6.0 km; Distance 11.09 km (A-Naroda to A-Chandlodia) > 6.0 km; Price 53.0 outside [21.00, 49.00]; Distance 13.18 km (A-Nikol to A-Chandlodia) > 6.0 km; Distance 13.04 km (A-Nava Naroda to A-Chandlodia) > 6.0 km; Distance 15.48 km (A-Vastral to A-Chandlodia) > 6.0 km; Distance 10.10 km (A-Bopal to A-Chandlodia) > 6.0 km; Price 53.0 outside [70.80, 165.20]; Distance 17.88 km (A-Vinzol to A-Chandlodia) > 6.0 km; Distance 9.06 km (A-Sughad to A-Chandlodia) > 6.0 km; Price 53.0 outside [90.00, 210.00]"
c-301-the-festival-residency-2-vaishnodevi-circle-oct24_1842,"Distance 6.16 km (A-Ghatlodia to A-Vaishnodevi) > 6.0 km; Distance 7.53 km (A-Chandlodia to A-Vaishnodevi) > 6.0 km; Price 190.0 outside [45.00, 105.00]; Distance 211.03 km (S-Athawa Lines to A-Vaishnodevi) > 6.0 km; Price 190.0 outside [51.00, 119.00]; Distance 20.81 km (G-Sargasan to A-Vaishnodevi) > 6.0 km; Distance 9.22 km (A-New Ranip to A-Vaishnodevi) > 6.0 km; Distance 16.34 km (A-Ghodasar to A-Vaishnodevi) > 6.0 km; Price 190.0 outside [330.00, 770.00]; Distance 512.72 km (P-Wakad to A-Vaishnodevi) > 6.0 km; Price 190.0 outside [78.00, 182.00]; Distance 6.43 km (A-Vejalpur to A-Vaishnodevi) > 6.0 km; Price 190.0 outside [33.00, 77.00]; Price 190.0 outside [40.80, 95.20]; Distance 19.43 km (A-Nikol to A-Vaishnodevi) > 6.0 km; Distance 19.39 km (A-Odhav to A-Vaishnodevi) > 6.0 km; Distance 9.70 km (A-Paldi to A-Vaishnodevi) > 6.0 km; Distance 7.30 km (A-Ambawadi to A-Vaishnodevi) > 6.0 km; Price 190.0 outside [201.00, 469.00]"
t-302-vir-savarkar-heights-1-gota-dec24_1839,"Price 57.0 outside [69.00, 161.00]; Price 57.0 outside [330.00, 770.00]; Distance 11.61 km (A-South Bopal to A-Gota) > 6.0 km; Price 57.0 outside [84.00, 196.00]; Price 57.0 outside [153.00, 357.00]; Price 57.0 outside [96.00, 224.00]; Price 57.0 outside [186.60, 435.40]; Price 57.0 outside [126.60, 295.40]; Distance 7.08 km (A-Thaltej to A-Gota) > 6.0 km; Distance 10.87 km (A-Vejalpur to A-Gota) > 6.0 km; Price 57.0 outside [168.00, 392.00]; Distance 215.44 km (S-Athawa Lines to A-Gota) > 6.0 km; Price 57.0 outside [120.00, 280.00]; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Price 57.0 outside [78.00, 182.00]; Distance 7.58 km (A-Shahibaug to A-Gota) > 6.0 km; Distance 516.28 km (P-Wakad to A-Gota) > 6.0 km; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Distance 14.88 km (A-Amraiwadi to A-Gota) > 6.0 km; Price 57.0 outside [90.00, 210.00]; Distance 15.48 km (A-Odhav to A-Gota) > 6.0 km"
r-703-vir-savarkar-heights-1-gota-oct24_1749,"Price 43.0 outside [48.00, 112.00]; Price 43.0 outside [90.60, 211.40]; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Price 43.0 outside [84.00, 196.00]; Price 43.0 outside [120.00, 280.00]; Price 43.0 outside [90.00, 210.00]; Price 43.0 outside [78.00, 182.00]; Distance 516.28 km (P-Wakad to A-Gota) > 6.0 km; Price 43.0 outside [51.00, 119.00]; Distance 14.40 km (A-Nikol to A-Gota) > 6.0 km; Distance 14.88 km (A-Amraiwadi to A-Gota) > 6.0 km; Price 43.0 outside [153.00, 357.00]; Distance 15.48 km (A-Odhav to A-Gota) > 6.0 km; Distance 7.58 km (A-Shahibaug to A-Gota) > 6.0 km; Distance 215.44 km (S-Athawa Lines to A-Gota) > 6.0 km; Price 43.0 outside [126.60, 295.40]"
14-shaktinagar-society-shahpur-march25_121,"Distance 6.31 km (A-Chandlodia to A-Shahpur) > 6.0 km; Price 80.0 outside [240.00, 560.00]; Price 80.0 outside [132.00, 308.00]; Price 80.0 outside [90.00, 210.00]; Price 80.0 outside [90.60, 211.40]; Price 80.0 outside [153.00, 357.00]; Price 80.0 outside [120.00, 280.00]; Price 80.0 outside [165.00, 385.00]; Distance 207.76 km (S-Athawa Lines to A-Shahpur) > 6.0 km; Distance 8.54 km (A-Vatva to A-Shahpur) > 6.0 km; Distance 7.61 km (A-Ghodasar to A-Shahpur) > 6.0 km; Distance 8.88 km (A-Odhav to A-Shahpur) > 6.0 km; Distance 7.42 km (A-Vejalpur to A-Shahpur) > 6.0 km; Price 80.0 outside [168.00, 392.00]; Distance 6.33 km (A-Ghatlodia to A-Shahpur) > 6.0 km; Price 80.0 outside [201.00, 469.00]"
j-303-vrajdham-apartment-2-ghatlodia-dec24_1661,"Price 50.0 outside [120.00, 280.00]; Distance 13.19 km (A-Amraiwadi to A-Ghatlodia) > 6.0 km; Distance 6.54 km (A-Shahibaug to A-Ghatlodia) > 6.0 km; Price 50.0 outside [69.00, 161.00]; Price 50.0 outside [84.00, 196.00]; Price 50.0 outside [186.60, 435.40]; Distance 14.55 km (A-Odhav to A-Ghatlodia) > 6.0 km; Price 50.0 outside [90.00, 210.00]; Price 50.0 outside [126.60, 295.40]; Price 50.0 outside [96.00, 224.00]; Distance 9.12 km (A-South Bopal to A-Ghatlodia) > 6.0 km; Price 50.0 outside [78.00, 182.00]; Distance 513.56 km (P-Wakad to A-Ghatlodia) > 6.0 km; Distance 14.02 km (A-Nikol to A-Ghatlodia) > 6.0 km; Price 50.0 outside [51.00, 119.00]"
b-404-krishna-99-chandkheda-march25_1056,"Price 36.5 outside [126.60, 295.40]; Price 36.5 outside [48.00, 112.00]; Price 36.5 outside [90.00, 210.00]; Distance 6.32 km (A-Ghatlodia to A-Chandkheda) > 6.0 km; Distance 10.91 km (A-Nikol to A-Chandkheda) > 6.0 km; Price 36.5 outside [78.00, 182.00]; Distance 6.01 km (A-Shahibaug to A-Chandkheda) > 6.0 km; Price 36.5 outside [51.00, 119.00]; Distance 13.43 km (A-Vejalpur to A-Chandkheda) > 6.0 km; Price 36.5 outside [84.00, 196.00]; Distance 516.01 km (P-Wakad to A-Chandkheda) > 6.0 km; Distance 10.94 km (A-Thaltej to A-Chandkheda) > 6.0 km; Price 36.5 outside [40.80, 95.20]; Price 36.5 outside [45.00, 105.00]; Distance 12.59 km (A-Odhav to A-Chandkheda) > 6.0 km; Distance 13.22 km (A-Amraiwadi to A-Chandkheda) > 6.0 km"
c-605-span-valencia-nikol-oct24_1320,"Price 65.0 outside [78.00, 182.00]; Distance 507.59 km (P-Wakad to A-Nikol) > 6.0 km; Distance 6.62 km (A-Amraiwadi to A-Nikol) > 6.0 km; Distance 7.58 km (A-Shahibaug to A-Nikol) > 6.0 km; Price 65.0 outside [126.60, 295.40]; Price 65.0 outside [84.00, 196.00]; Distance 12.30 km (A-New Ranip to A-Nikol) > 6.0 km; Distance 17.49 km (A-Thaltej to A-Nikol) > 6.0 km; Price 65.0 outside [90.00, 210.00]; Distance 13.18 km (A-Chandlodia to A-Nikol) > 6.0 km; Distance 14.02 km (A-Ghatlodia to A-Nikol) > 6.0 km"
b-502-somya-residency-sarkhej-march25_1088,"Distance 8.07 km (A-Thaltej to A-Sarkhej) > 6.0 km; Distance 13.30 km (A-Shahibaug to A-Sarkhej) > 6.0 km; Price 40.0 outside [48.00, 112.00]; Price 40.0 outside [126.60, 295.40]; Distance 14.26 km (A-New Ranip to A-Sarkhej) > 6.0 km; Price 40.0 outside [90.00, 210.00]; Distance 504.14 km (P-Wakad to A-Sarkhej) > 6.0 km; Price 40.0 outside [45.00, 105.00]; Price 40.0 outside [84.00, 196.00]; Distance 14.28 km (A-Amraiwadi to A-Sarkhej) > 6.0 km; Distance 11.46 km (A-Ghatlodia to A-Sarkhej) > 6.0 km; Distance 19.36 km (A-Nikol to A-Sarkhej) > 6.0 km; Price 40.0 outside [40.80, 95.20]; Price 40.0 outside [78.00, 182.00]; Distance 12.70 km (A-Chandlodia to A-Sarkhej) > 6.0 km"
d-154-padmavati-nagar-2-naroda-jan25_1370,"Distance 7.88 km (A-Amraiwadi to A-Naroda) > 6.0 km; Price 78.0 outside [153.00, 357.00]; Price 78.0 outside [96.00, 224.00]; Price 78.0 outside [33.00, 77.00]; Price 78.0 outside [90.00, 210.00]; Distance 12.43 km (A-Ambawadi to A-Naroda) > 6.0 km; Price 78.0 outside [120.00, 280.00]; Distance 15.94 km (A-Thaltej to A-Naroda) > 6.0 km; Distance 15.67 km (A-Vejalpur to A-Naroda) > 6.0 km; Distance 19.66 km (A-South Bopal to A-Naroda) > 6.0 km; Distance 6.03 km (A-Shahibaug to A-Naroda) > 6.0 km; Distance 11.09 km (A-Chandlodia to A-Naroda) > 6.0 km; Distance 509.98 km (P-Wakad to A-Naroda) > 6.0 km; Distance 210.67 km (S-Athawa Lines to A-Naroda) > 6.0 km; Price 78.0 outside [126.60, 295.40]; Price 78.0 outside [186.60, 435.40]; Distance 14.81 km (A-Sola to A-Naroda) > 6.0 km; Distance 10.03 km (A-New Ranip to A-Naroda) > 6.0 km; Price 78.0 outside [84.00, 196.00]; Distance 7.98 km (A-Ranip to A-Naroda) > 6.0 km; Distance 12.09 km (A-Ghatlodia to A-Naroda) > 6.0 km"
b-204-aaryan-eureka-gota-oct24_991,"Distance 13.98 km (A-Nava Naroda to A-Gota) > 6.0 km; Price 170.0 outside [33.00, 77.00]; Price 170.0 outside [48.00, 112.00]; Distance 8.94 km (A-Shilaj to A-Gota) > 6.0 km; Price 170.0 outside [66.00, 154.00]; Price 170.0 outside [54.00, 126.00]; Price 170.0 outside [71.40, 166.60]; Distance 8.26 km (A-Satellite to A-Gota) > 6.0 km; Price 170.0 outside [49.80, 116.20]; Price 170.0 outside [46.80, 109.20]; Price 170.0 outside [55.20, 128.80]; Price 170.0 outside [69.00, 161.00]; Price 170.0 outside [45.00, 105.00]; Distance 12.97 km (G-Kudasan to A-Gota) > 6.0 km; Distance 528.55 km (P-Keshavnagar to A-Gota) > 6.0 km; Distance 8.78 km (A-Ambawadi to A-Gota) > 6.0 km; Price 170.0 outside [60.00, 140.00]; Distance 13.46 km (A-Maninagar to A-Gota) > 6.0 km; Distance 8.36 km (A-Adalaj to A-Gota) > 6.0 km; Price 170.0 outside [52.80, 123.20]; Distance 8.18 km (A-Vaishnodevi to A-Gota) > 6.0 km; Distance 460.36 km (P-Ambegaon to A-Gota) > 6.0 km; Distance 17.23 km (A-Vastral to A-Gota) > 6.0 km; Price 170.0 outside [58.80, 137.20]; Distance 12.32 km (A-kankaria to A-Gota) > 6.0 km; Distance 523.90 km (Pune-Vimannagar to A-Gota) > 6.0 km"
b-501-auram-sky-sola-aug24_1076,"Price 85.0 outside [99.00, 231.00]; Distance 12.51 km (A-Adalaj to A-Sola) > 6.0 km; Distance 9.97 km (A-Zundal to A-Sola) > 6.0 km; Price 85.0 outside [135.00, 315.00]; Price 85.0 outside [36.00, 84.00]; Distance 526.74 km (P-Keshavnagar to A-Sola) > 6.0 km; Price 85.0 outside [15.91, 37.11]; Price 85.0 outside [33.00, 77.00]; Distance 16.35 km (A-Vatva to A-Sola) > 6.0 km; Distance 13.22 km (A-Maninagar to A-Sola) > 6.0 km; Distance 18.25 km (A-Vastral to A-Sola) > 6.0 km; Price 85.0 outside [92.40, 215.60]; Distance 16.79 km (A-Nava Naroda to A-Sola) > 6.0 km; Distance 8.61 km (A-Chandkheda to A-Sola) > 6.0 km; Distance 6.87 km (A-Ambawadi to A-Sola) > 6.0 km; Price 85.0 outside [93.00, 217.00]"
1-hitendra-park-society-paldi-feb25_8,"Price 250.0 outside [43.20, 100.80]; Property_Type mismatch: None != Residential; Distance 11.11 km (A-Chandkheda to A-Paldi) > 6.0 km; Distance 19.14 km (A-Sanand to A-Paldi) > 6.0 km; Similarity 0.5972 < 0.6; Price 250.0 outside [18.00, 42.00]"
16-43-gunwandh-chowk-astodia-oct24_134,"Distance 12.89 km (nan to A-Adalaj) > 6.0 km; Price 65.0 outside [18.00, 42.00]; Distance 13.13 km (A-Naranpura to A-Adalaj) > 6.0 km; Price 65.0 outside [222.00, 518.00]; Property_Type mismatch: None != Residential; Price 65.0 outside [75.00, 175.00]; Price 65.0 outside [192.60, 449.40]; Distance 17.39 km (A-Paldi to A-Adalaj) > 6.0 km; Distance 28.49 km (A-Sanand to A-Adalaj) > 6.0 km; Distance 19.22 km (A-Maninagar to A-Adalaj) > 6.0 km; Distance 6.42 km (A-Chandkheda to A-Adalaj) > 6.0 km"
